step,dx,dz,volume,liquid_class,time,source,step_index,step_group_index,previous_step_index,destination,destination_group,group,previous_group
imaging,24,0.0,0,imaging,600,camera,5,5,4,10,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,11,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,12,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,13,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,14,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,15,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,16,2,14,10
imaging,24,0.0,0,imaging,600,camera,5,5,4,17,3,15,12
imaging,24,0.0,0,imaging,600,camera,5,5,4,18,3,15,12
imaging,24,0.0,0,imaging,600,camera,5,5,4,19,3,15,12
imaging,24,0.0,0,imaging,600,camera,5,5,4,20,3,15,12
imaging,24,0.0,0,imaging,0,camera,6,6,5,1,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,2,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,3,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,4,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,5,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,6,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,7,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,8,1,16,13
imaging,24,0.0,0,imaging,0,camera,6,6,5,9,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,10,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,11,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,12,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,13,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,14,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,15,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,16,2,17,14
imaging,24,0.0,0,imaging,0,camera,6,6,5,17,3,18,15
imaging,24,0.0,0,imaging,0,camera,6,6,5,18,3,18,15
imaging,24,0.0,0,imaging,0,camera,6,6,5,19,3,18,15
imaging,24,0.0,0,imaging,0,camera,6,6,5,20,3,18,15
